PaymentID,BookingID,Amount,PaymentDate,PaymentMethod,Status
P0001580,B0001580,15000,01-11-2024,UPI,Success
P0001581,B0001581,20000,20-10-2024,Online,Success
P0001582,B0001582,13500,20-11-2024,Online,Success
P0001583,B0001583,72000,11-11-2024,Card,Success
P0001584,B0001584,35000,03-11-2024,Cash,Success
P0001585,B0001585,36000,20-10-2024,Cash,Success
P0001586,B0001586,17500,20-10-2024,UPI,Success
P0001587,B0001587,7500,20-10-2024,Cash,Success
P0001588,B0001588,25000,20-10-2024,Online,Success
P0001589,B0001589,30000,12-11-2024,UPI,Success
P0001590,B0001590,18000,10-11-2024,Online,Success
P0001591,B0001591,15000,01-11-2024,Online,Success
P0001592,B0001592,17500,21-10-2024,Card,Success
P0001593,B0001593,19500,18-11-2024,Cash,Success
P0001594,B0001594,20000,22-10-2024,Cash,Success
P0001595,B0001595,30000,11-11-2024,Card,Success
P0001596,B0001596,6000,21-10-2024,UPI,Success
P0001597,B0001597,21000,22-10-2024,Cash,Success
P0001598,B0001598,9000,15-11-2024,Online,Success
P0001599,B0001599,25000,06-11-2024,Card,Success
P0001600,B0001600,27500,22-10-2024,Card,Success
P0001601,B0001601,6000,22-10-2024,Online,Success
P0001602,B0001602,2500,22-10-2024,Online,Success
P0001603,B0001603,7500,22-11-2024,Cash,Success
P0001604,B0001604,66000,12-11-2024,Card,Success
P0001605,B0001605,10000,23-10-2024,Cash,Success
P0001606,B0001606,2500,05-11-2024,Card,Success
P0001607,B0001607,3000,09-11-2024,Cash,Success
P0001608,B0001608,5000,23-10-2024,Online,Success
P0001609,B0001609,25000,16-11-2024,UPI,Success
P0001610,B0001610,30000,24-10-2024,UPI,Success
P0001611,B0001611,22500,24-10-2024,UPI,Success
P0001612,B0001612,30000,24-11-2024,Cash,Success
P0001613,B0001613,27500,24-10-2024,UPI,Success
P0001614,B0001614,7500,12-11-2024,UPI,Success
P0001615,B0001615,7500,19-11-2024,Cash,Success
P0001616,B0001616,10000,02-11-2024,Cash,Success
P0001617,B0001617,21000,01-11-2024,Online,Success
P0001618,B0001618,2500,19-11-2024,UPI,Success
P0001619,B0001619,30000,26-10-2024,Online,Success
P0001620,B0001620,7500,02-11-2024,Card,Success
P0001621,B0001621,7500,03-11-2024,Card,Success
P0001622,B0001622,20000,05-11-2024,Cash,Success
P0001623,B0001623,12500,28-11-2024,Cash,Success
P0001624,B0001624,30000,26-10-2024,Cash,Success
P0001625,B0001625,17500,26-10-2024,Cash,Success
P0001626,B0001626,32500,26-10-2024,Cash,Success
P0001627,B0001627,36000,09-11-2024,UPI,Success
P0001628,B0001628,32500,25-11-2024,Card,Success
P0001629,B0001629,32000,26-10-2024,Cash,Success
P0001630,B0001630,16500,07-12-2024,Online,Success
P0001631,B0001631,5000,27-10-2024,UPI,Success
P0001632,B0001632,3000,27-10-2024,Online,Success
P0001633,B0001633,22500,19-11-2024,UPI,Success
P0001634,B0001634,9000,20-11-2024,Cash,Success
P0001635,B0001635,7500,27-11-2024,UPI,Success
P0001636,B0001636,12000,28-10-2024,Cash,Success
P0001637,B0001637,4500,28-10-2024,Card,Success
P0001638,B0001638,7500,17-11-2024,Cash,Success
P0001639,B0001639,12000,19-11-2024,Cash,Success
P0001640,B0001640,10000,22-11-2024,UPI,Success
P0001641,B0001641,32000,03-11-2024,UPI,Success
P0001642,B0001642,6000,28-10-2024,Online,Success
P0001643,B0001643,16500,29-10-2024,UPI,Success
P0001644,B0001644,19500,29-10-2024,UPI,Success
P0001645,B0001645,4000,06-11-2024,UPI,Success
P0001646,B0001646,44000,22-11-2024,Card,Success
P0001647,B0001647,7500,22-11-2024,UPI,Success
P0001648,B0001648,21000,28-11-2024,Online,Success
P0001649,B0001649,17500,29-10-2024,Card,Success
P0001650,B0001650,60000,29-10-2024,Cash,Success
P0001651,B0001651,5000,28-11-2024,Cash,Success
P0001652,B0001652,66000,30-10-2024,UPI,Success
P0001653,B0001653,15000,14-11-2024,Cash,Success
P0001654,B0001654,7500,05-11-2024,Cash,Success
P0001655,B0001655,56000,08-12-2024,Online,Success
P0001656,B0001656,12500,25-11-2024,UPI,Success
P0001657,B0001657,35000,31-10-2024,Card,Success
P0001658,B0001658,19500,16-11-2024,Card,Success
P0001659,B0001659,5000,20-11-2024,Online,Success
P0001660,B0001660,32500,01-11-2024,Card,Success
P0001661,B0001661,5000,21-11-2024,UPI,Success
P0001662,B0001662,15000,01-11-2024,Cash,Success
P0001663,B0001663,36000,01-11-2024,Online,Success
P0001664,B0001664,17500,11-11-2024,UPI,Success
P0001665,B0001665,25000,18-11-2024,Cash,Success
P0001666,B0001666,13500,28-11-2024,Cash,Success
P0001667,B0001667,27500,09-12-2024,Card,Success
P0001668,B0001668,15000,19-11-2024,Online,Success
P0001669,B0001669,27500,03-11-2024,Cash,Success
P0001670,B0001670,20000,23-11-2024,Card,Success
P0001671,B0001671,36000,04-11-2024,UPI,Success
P0001672,B0001672,15000,08-11-2024,UPI,Success
P0001673,B0001673,18000,27-11-2024,UPI,Success
P0001674,B0001674,36000,09-11-2024,Online,Success
P0001675,B0001675,17500,10-11-2024,Card,Success
P0001676,B0001676,21000,05-11-2024,Card,Success
P0001677,B0001677,24000,05-11-2024,Cash,Success
P0001678,B0001678,6000,06-11-2024,Cash,Success
P0001679,B0001679,35000,06-11-2024,Online,Success
P0001680,B0001680,35000,22-11-2024,UPI,Success
P0001681,B0001681,12500,03-12-2024,Cash,Success
P0001682,B0001682,10000,02-12-2024,UPI,Success
P0001683,B0001683,6000,07-11-2024,Online,Success
P0001684,B0001684,32500,18-11-2024,Online,Success
P0001685,B0001685,10000,15-11-2024,Cash,Success
P0001686,B0001686,2500,08-11-2024,Card,Success
P0001687,B0001687,78000,11-12-2024,UPI,Success
P0001688,B0001688,42000,06-12-2024,Cash,Success
P0001689,B0001689,25000,09-11-2024,UPI,Success
P0001690,B0001690,27500,09-11-2024,Cash,Success
P0001691,B0001691,12500,04-12-2024,Card,Success
P0001692,B0001692,24000,08-12-2024,Online,Success
P0001693,B0001693,44000,23-11-2024,Cash,Success
P0001694,B0001694,28000,07-12-2024,UPI,Success
P0001695,B0001695,6000,09-12-2024,Card,Success
P0001696,B0001696,27500,10-11-2024,Online,Success
P0001697,B0001697,12000,29-11-2024,Card,Success
P0001698,B0001698,12500,10-11-2024,Online,Success
P0001699,B0001699,40000,11-11-2024,Card,Success
P0001700,B0001700,12000,11-11-2024,Cash,Success
P0001701,B0001701,18000,11-11-2024,Card,Success
P0001702,B0001702,25000,12-11-2024,Card,Success
P0001703,B0001703,27500,03-12-2024,UPI,Success
P0001704,B0001704,7500,21-11-2024,Cash,Success
P0001705,B0001705,20000,08-12-2024,UPI,Success
P0001706,B0001706,5000,12-11-2024,Cash,Success
P0001707,B0001707,7500,12-11-2024,Card,Success
P0001708,B0001708,60000,06-12-2024,Online,Success
P0001709,B0001709,13500,13-11-2024,Cash,Success
P0001710,B0001710,12500,30-11-2024,Cash,Success
P0001711,B0001711,20000,13-11-2024,Online,Success
P0001712,B0001712,27500,14-11-2024,Card,Success
P0001713,B0001713,7500,11-12-2024,Online,Success
P0001714,B0001714,12000,06-12-2024,Online,Success
P0001715,B0001715,25000,06-12-2024,Cash,Success
P0001716,B0001716,25000,09-12-2024,Online,Success
P0001717,B0001717,36000,15-11-2024,UPI,Success
P0001718,B0001718,3000,15-11-2024,Card,Success
P0001719,B0001719,40000,07-12-2024,UPI,Success
P0001720,B0001720,10500,14-12-2024,Card,Success
P0001721,B0001721,84000,16-11-2024,Card,Success
P0001722,B0001722,19500,22-12-2024,UPI,Success
P0001723,B0001723,30000,19-11-2024,Online,Success
P0001724,B0001724,2500,19-11-2024,Online,Success
P0001725,B0001725,17500,16-11-2024,Cash,Success
P0001726,B0001726,10000,08-12-2024,Online,Success
P0001727,B0001727,22500,16-11-2024,Online,Success
P0001728,B0001728,32500,16-11-2024,Card,Success
P0001729,B0001729,2500,09-12-2024,Cash,Success
P0001730,B0001730,30000,05-12-2024,UPI,Success
P0001731,B0001731,22500,10-12-2024,Online,Success
P0001732,B0001732,36000,10-12-2024,UPI,Success
P0001733,B0001733,19500,08-12-2024,UPI,Success
P0001734,B0001734,12000,18-11-2024,Cash,Success
P0001735,B0001735,27500,12-12-2024,Card,Success
P0001736,B0001736,25000,18-11-2024,UPI,Success
P0001737,B0001737,32500,18-11-2024,Online,Success
P0001738,B0001738,12500,19-12-2024,UPI,Success
P0001739,B0001739,32500,12-12-2024,Card,Success
P0001740,B0001740,10000,19-11-2024,Cash,Success
P0001741,B0001741,2500,19-11-2024,Card,Success
P0001742,B0001742,30000,04-12-2024,Cash,Success
P0001743,B0001743,12500,19-11-2024,Online,Success
P0001744,B0001744,32500,30-11-2024,Card,Success
P0001745,B0001745,15000,20-11-2024,Card,Success
P0001746,B0001746,140000,27-12-2024,UPI,Success
P0001747,B0001747,5000,23-11-2024,UPI,Success
P0001748,B0001748,32500,29-12-2024,Cash,Success
P0001749,B0001749,140000,29-12-2024,UPI,Success
P0001750,B0001750,25000,19-12-2024,Card,Success
P0001751,B0001751,18000,25-12-2024,Card,Success
P0001752,B0001752,35000,04-12-2024,UPI,Success
P0001753,B0001753,27500,21-11-2024,Online,Success
P0001754,B0001754,20000,21-11-2024,Cash,Success
P0001755,B0001755,30000,21-11-2024,Card,Success
P0001756,B0001756,32500,05-12-2024,Card,Success
P0001757,B0001757,48000,21-11-2024,Online,Success
P0001758,B0001758,20000,22-11-2024,UPI,Success
P0001759,B0001759,5000,06-12-2024,Card,Success
P0001760,B0001760,10000,22-11-2024,UPI,Success
P0001761,B0001761,2500,30-11-2024,Card,Success
P0001762,B0001762,10000,28-11-2024,Cash,Success
P0001763,B0001763,48000,22-11-2024,Card,Success
P0001764,B0001764,12000,15-12-2024,Card,Success
P0001765,B0001765,3000,22-11-2024,UPI,Success
P0001766,B0001766,10500,23-11-2024,UPI,Success
P0001767,B0001767,24000,01-12-2024,Online,Success
P0001768,B0001768,20000,28-12-2024,Cash,Success
P0001769,B0001769,12000,27-11-2024,UPI,Success
P0001770,B0001770,25000,19-12-2024,Card,Success
P0001771,B0001771,22500,24-11-2024,Online,Success
P0001772,B0001772,25000,24-12-2024,Online,Success
P0001773,B0001773,60000,28-12-2024,UPI,Success
P0001774,B0001774,12500,24-11-2024,UPI,Success
P0001775,B0001775,25000,25-11-2024,Card,Success
P0001776,B0001776,17500,17-12-2024,UPI,Success
P0001777,B0001777,20000,11-12-2024,UPI,Success
P0001778,B0001778,130000,25-11-2024,Card,Success
P0001779,B0001779,12000,07-12-2024,Cash,Success
P0001780,B0001780,15000,14-12-2024,Online,Success
P0001781,B0001781,7500,26-12-2024,Cash,Success
P0001782,B0001782,10500,26-11-2024,UPI,Success
P0001783,B0001783,6000,19-12-2024,Card,Success
P0001784,B0001784,10500,14-12-2024,Cash,Success
P0001785,B0001785,25000,30-11-2024,Card,Success
P0001786,B0001786,16500,05-12-2024,Cash,Success
P0001787,B0001787,15000,27-11-2024,UPI,Success
P0001788,B0001788,2500,30-11-2024,Card,Success
P0001789,B0001789,30000,27-12-2024,Cash,Success
P0001790,B0001790,15000,17-12-2024,UPI,Success
P0001791,B0001791,1500,26-12-2024,Cash,Success
P0001792,B0001792,20000,12-12-2024,Card,Success
P0001793,B0001793,6000,28-11-2024,Cash,Success
P0001794,B0001794,5000,29-11-2024,UPI,Success
P0001795,B0001795,32500,28-11-2024,Cash,Success
P0001796,B0001796,48000,28-11-2024,Online,Success
P0001797,B0001797,27500,03-12-2024,Online,Success
P0001798,B0001798,32500,28-11-2024,Online,Success
P0001799,B0001799,32500,01-12-2024,Online,Success
P0001800,B0001800,7500,14-12-2024,Online,Success
P0001801,B0001801,7500,29-11-2024,Online,Success
P0001802,B0001802,7500,22-12-2024,Card,Success
P0001803,B0001803,1500,29-11-2024,Online,Success
P0001804,B0001804,20000,29-11-2024,Cash,Success
P0001805,B0001805,7500,25-12-2024,Cash,Success
P0001806,B0001806,1500,17-12-2024,UPI,Success
P0001807,B0001807,10000,30-11-2024,Cash,Success
P0001808,B0001808,5000,01-12-2024,Card,Success
P0001809,B0001809,18000,10-12-2024,Card,Success
P0001810,B0001810,5000,07-12-2024,Cash,Success
P0001811,B0001811,32500,30-12-2024,Cash,Success
P0001812,B0001812,21000,05-12-2024,Online,Success
P0001813,B0001813,7500,07-12-2024,Cash,Success
P0001814,B0001814,30000,10-12-2024,Card,Success
P0001815,B0001815,32000,31-12-2024,Online,Success
P0001816,B0001816,56000,01-12-2024,Cash,Success
P0001817,B0001817,5000,01-12-2024,UPI,Success
P0001818,B0001818,20000,01-12-2024,Card,Success
P0001819,B0001819,2500,01-01-2025,UPI,Success
P0001820,B0001820,5000,25-12-2024,UPI,Success
P0001821,B0001821,7500,26-12-2024,Card,Success
P0001822,B0001822,35000,02-12-2024,Cash,Success
P0001823,B0001823,15000,10-12-2024,Online,Success
P0001824,B0001824,12000,02-12-2024,Cash,Success
P0001825,B0001825,7500,16-12-2024,Cash,Success
P0001826,B0001826,32500,12-12-2024,Cash,Success
P0001827,B0001827,12000,17-12-2024,Online,Success
P0001828,B0001828,12500,03-12-2024,Cash,Success
P0001829,B0001829,25000,03-12-2024,Card,Success
P0001830,B0001830,2500,03-12-2024,UPI,Success
P0001831,B0001831,10000,03-12-2024,Online,Success
P0001832,B0001832,3000,04-12-2024,UPI,Success
P0001833,B0001833,2500,01-01-2025,Online,Success
P0001834,B0001834,15000,18-12-2024,UPI,Success
P0001835,B0001835,5000,04-12-2024,Online,Success
P0001836,B0001836,15000,04-12-2024,UPI,Success
P0001837,B0001837,20000,13-12-2024,UPI,Success
P0001838,B0001838,27500,04-12-2024,Online,Success
P0001839,B0001839,48000,04-12-2024,UPI,Success
P0001840,B0001840,1500,31-12-2024,Online,Success
P0001841,B0001841,20000,09-12-2024,Card,Success
P0001842,B0001842,80000,20-12-2024,Cash,Success
P0001843,B0001843,7500,04-12-2024,Cash,Success
P0001844,B0001844,1500,04-12-2024,UPI,Success
P0001845,B0001845,13500,30-12-2024,Online,Success
P0001846,B0001846,15000,28-12-2024,Card,Success
P0001847,B0001847,21000,31-12-2024,Cash,Success
P0001848,B0001848,2500,22-12-2024,Online,Success
P0001849,B0001849,2500,31-12-2024,Online,Success
P0001850,B0001850,2500,31-12-2024,Card,Success
P0001851,B0001851,15000,16-12-2024,UPI,Success
P0001852,B0001852,2500,06-12-2024,Online,Success
P0001853,B0001853,2500,31-12-2024,Cash,Success
P0001854,B0001854,8000,13-12-2024,Card,Success
P0001855,B0001855,5000,07-12-2024,Online,Success
P0001856,B0001856,17500,07-12-2024,Card,Success
P0001857,B0001857,2500,08-12-2024,Card,Success
P0001858,B0001858,2500,08-12-2024,Cash,Success
P0001859,B0001859,2500,06-01-2025,Cash,Success
P0001860,B0001860,22500,24-12-2024,Online,Success
P0001861,B0001861,30000,08-12-2024,Card,Success
P0001862,B0001862,32500,29-12-2024,UPI,Success
P0001863,B0001863,12500,13-12-2024,Cash,Success
P0001864,B0001864,2500,09-12-2024,Online,Success
P0001865,B0001865,10500,31-12-2024,Online,Success
P0001866,B0001866,2500,31-12-2024,UPI,Success
P0001867,B0001867,10500,14-12-2024,Online,Success
P0001868,B0001868,2500,10-12-2024,Online,Success
P0001869,B0001869,2500,10-12-2024,Online,Success
P0001870,B0001870,4000,10-12-2024,Card,Success
P0001871,B0001871,2500,31-12-2024,Cash,Success
P0001872,B0001872,5000,10-12-2024,Cash,Success
P0001873,B0001873,17500,24-12-2024,UPI,Success
P0001874,B0001874,1500,04-01-2025,UPI,Success
P0001875,B0001875,15000,13-12-2024,Online,Success
P0001876,B0001876,2500,31-12-2024,Online,Success
P0001877,B0001877,2500,12-12-2024,Card,Success
P0001878,B0001878,4000,07-01-2025,Online,Success
P0001879,B0001879,15000,12-12-2024,Online,Success
P0001880,B0001880,12000,12-12-2024,Online,Success
P0001881,B0001881,1500,04-01-2025,Card,Success
P0001882,B0001882,2500,12-12-2024,Online,Success
P0001883,B0001883,6000,17-12-2024,UPI,Success
P0001884,B0001884,17500,12-12-2024,UPI,Success
P0001885,B0001885,27500,20-12-2024,UPI,Success
P0001886,B0001886,2500,07-01-2025,Online,Success
P0001887,B0001887,2500,31-12-2024,Cash,Success
P0001888,B0001888,1500,13-12-2024,Card,Success
P0001889,B0001889,1500,08-01-2025,Online,Success
P0001890,B0001890,2500,03-01-2025,UPI,Success
P0001891,B0001891,2500,31-12-2024,Online,Success
P0001892,B0001892,2500,31-12-2024,Cash,Success
P0001893,B0001893,30000,13-12-2024,Online,Success
P0001894,B0001894,2500,14-12-2024,Online,Success
P0001895,B0001895,10000,31-12-2024,Online,Success
P0001896,B0001896,15000,30-12-2024,UPI,Success
P0001897,B0001897,4000,14-12-2024,Card,Success
P0001898,B0001898,10000,14-12-2024,UPI,Success
P0001899,B0001899,2500,31-12-2024,Online,Success
P0001900,B0001900,1500,15-12-2024,Cash,Success
P0001901,B0001901,2500,15-12-2024,Card,Success
P0001902,B0001902,1500,15-12-2024,Cash,Success
P0001903,B0001903,5000,15-12-2024,Cash,Success
P0001904,B0001904,2500,31-12-2024,Cash,Success
P0001905,B0001905,5000,29-12-2024,Card,Success
P0001906,B0001906,44000,20-12-2024,UPI,Success
P0001907,B0001907,24000,27-12-2024,Online,Success
P0001908,B0001908,4000,31-12-2024,Cash,Success
P0001909,B0001909,6000,31-12-2024,Cash,Success
P0001910,B0001910,1500,16-12-2024,UPI,Success
P0001911,B0001911,13500,20-12-2024,Online,Success
P0001912,B0001912,2500,17-12-2024,Online,Success
P0001913,B0001913,2500,31-12-2024,UPI,Success
P0001914,B0001914,4000,07-01-2025,Card,Success
P0001915,B0001915,6000,31-12-2024,Cash,Success
P0001916,B0001916,2500,05-01-2025,Cash,Success
P0001917,B0001917,30000,19-12-2024,Cash,Success
P0001918,B0001918,2500,18-12-2024,Card,Success
P0001919,B0001919,7500,18-12-2024,Card,Success
P0001920,B0001920,2500,31-12-2024,Card,Success
P0001921,B0001921,6000,08-01-2025,Online,Success
P0001922,B0001922,2500,31-12-2024,Cash,Success
P0001923,B0001923,6000,31-12-2024,Cash,Success
P0001924,B0001924,6000,25-12-2024,Card,Success
P0001925,B0001925,2500,31-12-2024,Card,Success
P0001926,B0001926,2500,31-12-2024,Cash,Success
P0001927,B0001927,2500,19-12-2024,UPI,Success
P0001928,B0001928,1500,31-12-2024,UPI,Success
P0001929,B0001929,2500,31-12-2024,UPI,Success
P0001930,B0001930,4000,18-01-2025,Online,Success
P0001931,B0001931,20000,23-12-2024,Online,Success
P0001932,B0001932,4000,03-01-2025,Card,Success
P0001933,B0001933,1500,18-01-2025,UPI,Success
P0001934,B0001934,2500,31-12-2024,Online,Success
P0001935,B0001935,2500,31-12-2024,Cash,Success
P0001936,B0001936,2500,21-12-2024,UPI,Success
P0001937,B0001937,12000,31-12-2024,UPI,Success
P0001938,B0001938,7500,26-12-2024,Cash,Success
P0001939,B0001939,2500,19-01-2025,Cash,Success
P0001940,B0001940,2500,19-01-2025,UPI,Success
P0001941,B0001941,1500,31-12-2024,UPI,Success
P0001942,B0001942,7500,26-12-2024,UPI,Success
P0001943,B0001943,2500,31-12-2024,UPI,Success
P0001944,B0001944,1500,22-12-2024,Card,Success
P0001945,B0001945,2500,31-12-2024,Card,Success
P0001946,B0001946,2500,22-12-2024,Online,Success
P0001947,B0001947,6000,31-12-2024,UPI,Success
P0001948,B0001948,1500,31-12-2024,Card,Success
P0001949,B0001949,1500,31-12-2024,Cash,Success
P0001950,B0001950,6000,31-12-2024,Online,Success
P0001951,B0001951,2500,17-01-2025,UPI,Success
P0001952,B0001952,12000,28-12-2024,Online,Success
P0001953,B0001953,1500,18-01-2025,Cash,Success
P0001954,B0001954,4000,31-12-2024,Card,Success
P0001955,B0001955,5000,23-12-2024,Card,Success
P0001956,B0001956,2500,31-12-2024,Online,Success
P0001957,B0001957,2500,31-12-2024,UPI,Success
P0001958,B0001958,2500,31-12-2024,UPI,Success
P0001959,B0001959,4000,23-12-2024,Card,Success
P0001960,B0001960,1500,07-01-2025,Cash,Success
P0001961,B0001961,6000,15-01-2025,Card,Success
P0001962,B0001962,8000,31-12-2024,UPI,Success
P0001963,B0001963,2500,31-12-2024,Card,Success
P0001964,B0001964,2500,31-12-2024,UPI,Success
P0001965,B0001965,2500,31-12-2024,Cash,Success
P0001966,B0001966,5000,25-12-2024,UPI,Success
P0001967,B0001967,6000,25-12-2024,UPI,Success
P0001968,B0001968,2500,23-01-2025,UPI,Success
P0001969,B0001969,6000,13-01-2025,UPI,Success
P0001970,B0001970,2500,31-12-2024,UPI,Success
P0001971,B0001971,2500,12-01-2025,Cash,Success
P0001972,B0001972,2500,29-12-2024,Cash,Success
P0001973,B0001973,4000,31-12-2024,Cash,Success
P0001974,B0001974,2500,21-01-2025,Card,Success
P0001975,B0001975,8000,31-12-2024,Cash,Success
P0001976,B0001976,2500,31-12-2024,Online,Success
P0001977,B0001977,2500,31-12-2024,UPI,Success
P0001978,B0001978,4000,16-01-2025,Cash,Success
P0001979,B0001979,2500,28-12-2024,Card,Success
P0001980,B0001980,2500,28-12-2024,UPI,Success
P0001981,B0001981,2500,20-01-2025,Online,Success
P0001982,B0001982,2500,28-12-2024,UPI,Success
P0001983,B0001983,2500,31-12-2024,Card,Success
P0001984,B0001984,5000,28-12-2024,Online,Success
P0001985,B0001985,1500,06-01-2025,Card,Success
P0001986,B0001986,1500,02-01-2025,Cash,Success
P0001987,B0001987,2500,29-12-2024,Online,Success
P0001988,B0001988,2500,28-01-2025,Card,Success
P0001989,B0001989,2500,29-12-2024,Card,Success
P0001990,B0001990,6000,27-01-2025,Cash,Success
P0001991,B0001991,2500,30-12-2024,Online,Success
P0001992,B0001992,1500,31-12-2024,Online,Success
P0001993,B0001993,2500,25-01-2025,Online,Success
P0001994,B0001994,2500,10-01-2025,Online,Success
P0001995,B0001995,6000,30-12-2024,Cash,Success
P0001996,B0001996,2500,31-12-2024,Card,Success
P0001997,B0001997,2500,31-12-2024,UPI,Success
P0001998,B0001998,10000,31-12-2024,UPI,Success
P0001999,B0001999,2500,31-12-2024,Card,Success
P0002000,B0002000,6000,31-12-2024,Cash,Success
P0002001,B0002001,27500,05-02-2025,Card,Pending
P0002002,B0002002,10000,01-01-2025,UPI,Success
P0002003,B0002003,35000,17-01-2025,Card,Success
P0002004,B0002004,20000,01-01-2025,Online,Success
P0002005,B0002005,35000,19-01-2025,UPI,Pending
P0002006,B0002006,20000,03-01-2025,Cash,Success
P0002007,B0002007,30000,03-01-2025,UPI,Success
P0002008,B0002008,12000,07-01-2025,Online,Success
P0002009,B0002009,32500,14-02-2025,UPI,Pending
P0002010,B0002010,5000,29-01-2025,Card,Success
P0002011,B0002011,19500,21-01-2025,Online,Success
P0002012,B0002012,48000,14-01-2025,Card,Success
P0002013,B0002013,15000,03-01-2025,Online,Success
P0002014,B0002014,15000,03-01-2025,Card,Success
P0002015,B0002015,10500,03-01-2025,Card,Success
P0002016,B0002016,10000,04-01-2025,Cash,Success
P0002017,B0002017,66000,09-02-2025,Card,Pending
P0002018,B0002018,5000,04-01-2025,UPI,Success
P0002019,B0002019,5000,16-01-2025,Cash,Pending
P0002020,B0002020,32500,09-01-2025,UPI,Success
P0002021,B0002021,10000,30-01-2025,Cash,Pending
P0002022,B0002022,20000,03-02-2025,Cash,Pending
P0002023,B0002023,18000,13-02-2025,Cash,Pending
P0002024,B0002024,32500,26-01-2025,Cash,Pending
P0002025,B0002025,16000,05-01-2025,Cash,Success
P0002026,B0002026,13500,17-01-2025,Online,Success
P0002027,B0002027,19500,26-01-2025,Cash,Success
P0002028,B0002028,12000,16-01-2025,UPI,Pending
P0002029,B0002029,20000,03-02-2025,Card,Success
P0002030,B0002030,17500,05-01-2025,Cash,Success
P0002031,B0002031,2500,20-01-2025,Online,Success
P0002032,B0002032,18000,14-01-2025,Cash,Pending
P0002033,B0002033,35000,24-01-2025,UPI,Pending
P0002034,B0002034,5000,22-01-2025,Card,Pending
P0002035,B0002035,12500,12-01-2025,Cash,Success
P0002036,B0002036,35000,29-01-2025,Cash,Pending
P0002037,B0002037,10000,27-01-2025,Cash,Success
P0002038,B0002038,10500,07-01-2025,Online,Success
P0002039,B0002039,9000,08-01-2025,Card,Success
P0002040,B0002040,2500,26-01-2025,Card,Success
P0002041,B0002041,27500,24-01-2025,Online,Success
P0002042,B0002042,24000,10-01-2025,Card,Success
P0002043,B0002043,15000,09-01-2025,Online,Success
P0002044,B0002044,10000,09-01-2025,Online,Success
P0002045,B0002045,32500,29-01-2025,Card,Success
P0002046,B0002046,7500,09-01-2025,Cash,Success
P0002047,B0002047,12500,23-01-2025,Cash,Pending
P0002048,B0002048,4500,10-01-2025,Online,Success
P0002049,B0002049,16000,10-01-2025,Cash,Success
P0002050,B0002050,27500,11-02-2025,Cash,Pending
P0002051,B0002051,1500,16-01-2025,Cash,Pending
P0002052,B0002052,6000,27-01-2025,Card,Success
P0002053,B0002053,18000,07-02-2025,UPI,Success
P0002054,B0002054,10000,30-01-2025,Online,Success
P0002055,B0002055,10000,12-01-2025,Cash,Success
P0002056,B0002056,22500,12-01-2025,Cash,Success
P0002057,B0002057,18000,01-02-2025,UPI,Success
P0002058,B0002058,10500,28-01-2025,UPI,Pending
P0002059,B0002059,1500,16-01-2025,Cash,Success
P0002060,B0002060,10000,12-01-2025,Cash,Success
P0002061,B0002061,10000,12-01-2025,Card,Success
P0002062,B0002062,7500,25-01-2025,Card,Pending
P0002063,B0002063,1500,19-01-2025,UPI,Success
P0002064,B0002064,7500,26-01-2025,UPI,Success
P0002065,B0002065,10000,07-02-2025,Cash,Pending
P0002066,B0002066,5000,21-01-2025,UPI,Success
P0002067,B0002067,22500,14-01-2025,Cash,Success
P0002068,B0002068,28000,27-01-2025,Online,Success
P0002069,B0002069,10000,04-02-2025,UPI,Success
P0002070,B0002070,84000,21-01-2025,Online,Success
P0002071,B0002071,25000,09-02-2025,Card,Success
P0002072,B0002072,17500,15-01-2025,Card,Success
P0002073,B0002073,21000,10-02-2025,Cash,Pending
P0002074,B0002074,15000,15-01-2025,Cash,Success
P0002075,B0002075,35000,05-02-2025,Online,Success
P0002076,B0002076,17500,30-01-2025,Online,Pending
P0002077,B0002077,21000,15-01-2025,Online,Success
P0002078,B0002078,5000,14-02-2025,Cash,Success
P0002079,B0002079,19500,29-01-2025,Card,Pending
P0002080,B0002080,6000,23-01-2025,Online,Success
P0002081,B0002081,1500,15-01-2025,Online,Success
P0002082,B0002082,5000,03-02-2025,Cash,Success
P0002083,B0002083,52000,16-01-2025,UPI,Success
P0002084,B0002084,22500,13-02-2025,UPI,Pending
P0002085,B0002085,10500,16-01-2025,Card,Success
P0002086,B0002086,12000,01-02-2025,UPI,Pending
P0002087,B0002087,3000,27-01-2025,Cash,Pending
P0002088,B0002088,4000,28-01-2025,Card,Success
P0002089,B0002089,18000,01-02-2025,UPI,Success
P0002090,B0002090,5000,06-02-2025,Online,Pending
P0002091,B0002091,72000,18-01-2025,Cash,Success
P0002092,B0002092,42000,18-01-2025,Card,Success
P0002093,B0002093,30000,06-02-2025,Online,Pending
P0002094,B0002094,12000,07-02-2025,Card,Success
P0002095,B0002095,15000,19-01-2025,Online,Success
P0002096,B0002096,12000,14-02-2025,Card,Success
P0002097,B0002097,35000,01-02-2025,UPI,Success
P0002098,B0002098,4000,20-01-2025,Card,Success
P0002099,B0002099,25000,11-02-2025,Online,Pending
P0002100,B0002100,35000,05-02-2025,Card,Success
P0002101,B0002101,27500,20-01-2025,Online,Success
P0002102,B0002102,44000,08-02-2025,Online,Success
P0002103,B0002103,20000,20-01-2025,Online,Success
P0002104,B0002104,20000,06-02-2025,UPI,Success
